,content,rating,location
2054,"['My wife and I made a quick visit to Macau after doing some business in Zhuhai. Chose the Conrad which turned out to be a very good choice. Staff very accommodating, hotel new and sparkly, rooms clean and well sized, bathrooms well appointed. Only in Macau for a couple of days but overall, very satisfied with our hotel choice. Enjoyed the ""high tea"" in the lobby restaurant area. Would recommend for business or pleasure. Perhaps only negative is that it is some distance from the old town.  The fitness facility for the Conrad was undergoing some construction at the time of our visit but we had access to the Holiday Inn facility which was convenient and acceptable. Great pool area!']",50,"NY state, USA26 contributions8 helpful votes"
3851,"['Located at City of Dream, the hotel is connected to the casino and shopping mall.  Don\'t miss the magnificent show ""The House of Dancing Water"" which is showing at City of Dream.  Lobby is grand and modern.  Stayed at the Grand Suite this time which is huge at 64 sq meters.  Very spacious living room, comfortable bed, overall very satisfied. But I still prefer the Grand Deluxe room that I stayed the last time, smaller (at 52 sq m) but prettier interior with better workmanship.  Service is good and courteous though I was a bit upset when they requested me to check out at 11am because business was just too good the following day.  Will continue to stay here on my return visit to Macau.']",40,Singapore18 contributions26 helpful votes
11562,"[""I booked their Grand Opening Package online and stayed for 2 nights.  When we arrived, there was a line to check in but it's the same everywhere in Macau.  It took a little while but the front desk guy was very helpful. When we bought the package, it included breakfast or lunch.  It was to our surprise that we could choose dinner as well.  So we had dinner and lunch during these trip.    The room itself is small but still in comfortable size.  We requested to have a higher level and nice view room and we sure got great view room up in the 23rd floor.  It looked directly at the Eiffel Tower and swimming pool and everything, it was perfect.    Since the package include either the Eiffel Tower tickets for 2 or the Thriller Show tickets for 2, we picked the Thriller Show.  Because"", '_']",40,Hong Kong28 contributions16 helpful votes
18346,"['Mcsorleys pub very disappointing, the breakfast was awful.  Casino is far too large and impersonal with unfriendly croupiers. The whole place feels just like a process of shipping people in and shipping them out. the public areas are jammed full of people  all very noisy.']",30,"Hong Kong, China2 contributions"
6084,"[""We flew into Hong Kong and caught the ferry straight to Tiapa where a free shuttle took us to the Sheraton.  When we got there the place was huge, everybody was friendly and offering to help us.  We ended up with Josie Bilag who was fantastic.  I have never had such great customer service, she made us feel so special.  At the end of our stay while we were standing in line to check out Josie spotted us and came and got us, we followed her over to her desk where she proceeded to check us out.  Never been treated so well.  During our stay we went to the Monkey King which was showing at theater in the Sheraton.....what a play I really hope they bring it to the states.  We also visited old Tiapa village, Food street at the Broadway, Lord Stow's bakery at the venetian and we did the"", '_']",50,"Honolulu, Hawaii10 contributions4 helpful votes"
1180,"['We first stayed at the Conrad Macao almost one year ago and each time we come, they are always on top of their game. The rooms, each a spacious oasis of tranquility away from the excitement of the casinos. The lounge, I could get fat and very happy just attending their breakfast, tea and evening drinks. The people, this is what truly sets the Conrad Macao apart. Diana Brewer and her team ensure that each of our stays has been memorable, attending to every detail. This visit, our first with our newborn, I asked for a crib in the room. Upon arrival, the crib was set up, a bottle warmer and sterilizer waiting and the cutest Baby Conrad box, complete with miniature slippers and bib, stocked for our comfort. They continually outdo themselves. Thank you for making us feel so welcomed!']",50,"Macau, China10 contributions"
1751,['It was the first time to stay Conrad Macau in Contai. This is a very good luxury hotel with perfect service. Our room has been upgraded to suite.  love the conrad !!!!!!!!we will come back again~!!!!!!!!!\\\\\\\\It was the first time to stay Conrad Macau in Contai. This is a very good luxury hotel with perfect service. Our room has been upgraded to suite.  love the conrad !!!!!!!!we will come back again~!!!!!!!!!'],50,"Auckland, New Zealand1 contribution"
14684,['Good location to visit the old colonial part of Macau. Conciege really nice who gives you a map of Macau and explain you how to go the colonial city and the best things to see. The breakfast is just amazing. We eat in the restaurant for dinner. Good wine and meals. There is a casino in the basement. Not the best but interesting ti see. The bedroom was clean and really nice. Really good quality'],40,"Shanghai, China80 contributions45 helpful votes"
7403,"['The hotel is one of the three in the Cotai Central, where a many hotels all gather.   SPG member can check-in in a special area. This greatly reduced the time of waiting for check in because the hotel is rather big and there was a long queue waiting for check-in. However, when I was there, it takes more time than I expected to wait, even there were only four people in front of me. Two receptionists were helping out. When the line was getting longer and some guests came with big family which may take longer to check in, no one came to help to reduce the waiting time. This looks a bit disappointing.   Even so, the room is amazing: spacious, comfortable, enjoyable, tidy, clean, and well maintained. I felt like I was the first one to use the room (though I know I am not). Even the', '_']",50,"Hong Kong, China42 contributions11 helpful votes"
16969,"[""What more to be said? This hotel has it all. Cleanliness, luxury, in-house shopping malls, Venetian scenery, Gondola ride, and of course, it's not Macau if it doen't have a casino in it.  Room was spacious. A joy to behold. Best hotel I ever stayed, ever.""]",50,Indonesia46 contributions4 helpful votes
7143,"['You feel lucky when in, i liked the place too much from the door to checkout, the casino is good but there is bigger, i enjoyed my stay and the room is amazing, and if you are a SPG member you well enjoy the discount and the best treatment.']",40,"Cairo, Egypt200 contributions54 helpful votes"
13549,"['Excellent service with extremely friendly staff. Spacious rooms, modern decor, and large lobby. We especially loved the swimming pool and the gym, great amenities with always helpful staff. Great buffet dinner and breakfast, with a range of options available. Everything you would expect from a quality hotel. The only downside is that it is located in the older area away from the newer attractions of Macau.']",50,"Melbourne, Australia18 contributions10 helpful votes"
3684,"[""It's located at City of Dreams and connected to the mall and casino. The location is very strategic and convenient for exploring Macau. The room is very hugeeeeeeee, clean, modern, and nice :) The staff is nice and they serves delicious food. Very recommended if you'd like to stay in Macau""]",40,"Jakarta, Indonesia34 contributions24 helpful votes"
1340,"[""my stay at the conrad started before my arrival.  i got an email from diane inquring about my arrival and stay.  I had never been to macau/cotai before and was arriving late (after midnight) by ferry. Not  only did she give me all the information i needed to navigate all of the mass transit hazards (in a foreign country where i don't speak the language), but i managed, because of her help to make tight connections and felt very comfortable looking for and finding the right gates and transports, at night, after a long trip.  Because of Diane, the concerige was looking for me at 1am when i arrived, greeted me by name (nice surpise) and escorted me to the check in desk.  I stayed in a King suite, the room was huge, has every amenity and was impeccably clean.  Very comfortable beds,"", '_']",50,"New York City, New York122 contributions73 helpful votes"
17523,"[""I truly fall in love with this hotel. This hotel offer you a very huge room and luxury life.   I fallin love with the interior from the lobby  Especially the lobby. Beautiful. The interior feels like in Europe on 5th century.   Breakfast give lots of variety of food from asian, american, etc.   And well, since this place is sooooo big....no wonder if you will get lost inside the mall.   It also easy to access another casino by walking. Very cool isn't it?!   I love Venetian.  ""]",50,"Jakarta, Indonesia23 contributions5 helpful votes"
12350,['Overall a very pleasant stay with friendly and helpful staff. The only problem is the water pressure in the room is weak and the cleanliness has room to improve. Mostly likely will come back for future stay in Macau. '],40,"Hong Kong, China3 contributions1 helpful vote"
11435,"[""Me and my parents stayed in parisian for one day. The most great impression is the luggage service after I checked in at the front office. There were two handsome boys assisting me, their service was professional with warmly smile, meanwhile, they can gave every information that I need. If I didn't remember wrongly, they were Ronald and Joshua. Thanks to them and I'll definitely come back and looking for their help.  Also, when we were having a tour in your GYM, Jessie gave us a fully introduction to all the equipments, so nice.""]",40,1 contribution
5439,"[""I actually have great expectation on the hotel, but my experience speak otherwise.   We have book a room for 4 adults with 2 double bed, on arrival, the hotel inform us that one extra bed will be provided because the double bed is actually not a double bed but a super single. So in order to cater for 4 adults, they supply the extra bed at no extra cost which we very much appreciate it and credit to the hotel, it is very comfortable. And that's all to said about the service.   From the first day we arrived at our room, even though we clearly check in as 4 adults, all the amenities, towel, slipper, bottle water etc only prepared for 2 person. We have to repeatedly call house keeping to provide 2 more set everyday during our stay, which is rather annoying seeing that we always come"", '_']",30,83 contributions21 helpful votes
21080,"['The reception area was a mad house of guests checking in and out. People were yelling. Not what we expected of ""classy"" and ""elegant"" hotel. Wi Fi surcharge.  After checked in, the room was a great surprise. We loved it.  Room service was above excellent!   Loved it.']",50,"Qianjin, Kaohsiung1,120 contributions207 helpful votes"
11790,"['I just want to commend the good food and ambience in this restaurant. We came there for dinner because its convenient because it is near san ma lou and the ruins of st.paul. The food was great but the star of the show is the hairy crabs. Also the hidden gems in this establishment is the staffs namely jj,james,lukas and also crisel who always welcomes us with a smile and hospitality.. To the mistral team, kudos and thank you very much for the wonderful dinner experience. _________¤ï_']",50,"Metro Manila, Philippines13 contributions"
19141,"[""First time I reviewed a hotel that we haven't stayed in. Only because of this big fight (Pacquiao-Rios) that we watched at the Cotai Arena last Nov-2013. It's such a fabulous venue. It was our 2nd time in Macau and we're not done yet admiring this hotel. It glitters in gold and they painted a sky at the Shoppes' ceiling. Superb!""]",50,"Paranaque, Philippines2,805 contributions224 helpful votes"
4907,['It was a prefect getaway trip to Macau and special thanks to great service and arrangement by Peter Jung from FO! It won__ be that prefect without you! For sure will choose Sheraton again if visit next time'],50,"Hong Kong, China1 contribution"
295,"['Convenient and free shuttle from Cotai Harbour to Hotel.  Fast check in and nice welcome drinks at the Conrad Club Lounge. It was a pleasure the staff Emmen introduced and helped us a lot during the stay, we had a great experience to celebrate our anniversary.   Highly recommend for the trip in Macau.']",50,1 contribution
2227,['It was from start to finish the best hotel I have ever stayed in anywhere in the world! Mercy the guest relations assistant manager was amazing! lol the staff were going the extra mile and nothing was too much trouble! Room was big with amazing view and the breakfast was excellent! If you are travelling to Macau Tay here! The Venetian and Parisian Hotels were just too chaotic !'],50,"Dubai, United Arab Emirates7 contributions1 helpful vote"
12692,"[""My second stay here and I have to say that this is one of my favourite hotels in the world. I'm a platinum Accor member and was fortunate enough to be upgraded to a suite room which was  magnifique!  The Club room was great and I enjoyed excellent service from everyone there -  with a special mention to Princess who gave excellent service with a beautiful smile! I would also like to give a special mention to my room cleaner Jay who was a really friendly guy and sorted out the coffee machine when I couldn't get it working! The room cleaners are the unsung heroes who usually come in and do their job when we are not around, so it was nice to have the chance to meet Jay. Apart from being another friendly Sofitel ambassador he also did an excellent job cleaning my room! I also love"", '_']",50,"Perth, Australia35 contributions16 helpful votes"
15834,"['I stayed one night here to celebrate my birthday. The staffs are very nice, except the one who check me in, he is not very polite. but other staffs are very nice and very friendly. And the room is very clean and big. The view also very nice. I would like to come back again and introduce to my friends.']",40,"Hong Kong, China2 contributions1 helpful vote"
1295,"[""The stay in Conrad was just amazing!!   This was my boyfriend's birthday trip. A week before our stay, I contacted Ea about the birthday cake and room decoration. Hat off to Ea! The customer relation team prepared everything perfectly and we were being upgraded to Premier Suite. The suite is huge and luxurious which is far beyond our expectation. Not only a surprise for my boyfriend but also for myself. My boyfriend also received a hand written card and a small gift in the next morning. Every staff we met at Conrad from the front desk concierge to the customer relation team delivered exceptional service. We will definitely stay again and recommend to friends visiting Macau. Thanks a lot!""]",50,"Hong Kong, China7 contributions5 helpful votes"
21197,"[""Basically, the hotel was a copy of the same hotel in Las Vegas where we were few years earlier, so for us it wasn't any surprised to see the canal inside the hotel which was huge and amazingly built, but still, the constructions of the building was breathe taking, if only we could have the same level of services like the one in Vegas, it would be perfecto! I don't know, maybe because of the culture, but I found people here are not as friendly as people in Vegas. And to worsen it, they barely speak English! For some reason, even after the third days, we still found our self got lost in between all of those gates and when we tried to asked anyone for help, no one seemed understand us. It was like we spoke in an alien language to them. But apart from that, our vacation was"", '_']",40,"Kuta, Indonesia17 contributions"
2676,"[""I do not gamble. Still I go back to Macao at least once a year - to be precisely - go back to the Four Seasons in Macao. Every time I think they cannot do any better, and every time they teach me a lesson - they can and always exceed my expectations. Yes, Rooms are nice and in good condition, Pool area and Spa are great - but you expect that from a Four Seasons anyways. It's the people you make the difference, from the pool boy to Manager, from cleaning staff to waiter. They really go the extra mile and make you feel at home. Of course some other Hotels I have stayed with tried that as well, but at Four Seasons Macao you can just feel they don't do it only because it's their job - it come from their heart! So only thing left to say is - I can't wait to go back again!""]",50,"Hong Kong, China134 contributions207 helpful votes"
10507,"[""My husband and I stayed 4 nights but paid for 6 nights due to our strange flight time from the U.S.  That wasn't an issue because that was our decision.   We had to change our flights at the last minute to arrive a day early in Macau.  so we ended up having two separate hotel reservations _ one for the first night and second for the rest of our stay at Macau.    Prior our arrival at Macau, we had emailed the General Manager of the hotel, Brian Tong, asking him for assistance in combining the two reservations so we would not need to check-out after the first night stay just to check back in.  Mr. Tong never did respond to our email but we figured the hotel staff would be able to fix the issue at check-in.   To our disappointment, the gentleman that helped us check-in upon our"", '_']",10,"Atlanta, Georgia17 contributions8 helpful votes"
1553,"['I stayed at the Conrad Macao for two nights with my wife as a part of a group trip with 12 other friends.  I had also considered the Venetian, Galaxy, Four Seasons, and Sheraton. However, upon checking out available rooms and prices, I proposed to the group that we stay at the Conrad Macao Cotai Central. I regretted this upon check-in.  My friend, who is a HHonors Platinum member helped us book (I am just a Blue level, normally preferring to stay at Marriott and InterContinental).  SERVICE  Normally, I include service as a part of my review of the Hotel and the Room. However, this time, the service at this hotel was so disappointing, I must address this from the start.  Coming from Hong Kong, we were greeted at the Cotai ferry pier by a hotel representative. As 6 of us were', '_']",20,"Hong Kong, China58 contributions60 helpful votes"
2491,['On a business trip for two days at this great hotel where the staff was extremely professional and service was outstanding. The quality of the food was excellent and staff went out of their way to satisfy customers '],50,"Cairo, Egypt2 contributions2 helpful votes"
10996,"[""Real amazing hotel in Macau.  It's not identical to Paris Las Vegas, but is made base on it. So many shops and fountains. Location is really good as well. Close to all other hotels. Eiffel Tower is not worth going up, since you can see the same view from top floor rooms .""]",50,"City of Industry, California458 contributions38 helpful votes"
1284,"[""This is my second stay at the Conrad Macao, and I am staying in their Deluxe Suite this time and it's just perfect for me.   Room: Deluxe Suite - Very Big & Nice, especially the living room, can definitely fit 10 people in it, very clean & tidy Bed: Big King size bed and very comfortable (comparatively softer than the others) Bathroom: Also very big, luxury and the bathtub is perfect for two  Location: Very good, within 10mins walking distance to the Venetian (Indoor sky bridge connected) & the City of Dreams; Shopping mall & Casino underneath Shuttle Bus: Not many shuttle buses can take from the Sands cotai, but you can still walk to City of drams/Venetian so that you can have many choices and can go anywhere in Macau by the shuttle  In room dining: Very good and efficient,"", '_']",50,"Hong Kong, China639 contributions711 helpful votes"
13765,['Comfy and spacious room provide excellent services near to main tourist attractions there are nice eatery outisde the hotel the staff is very helpful help mefind my handphone will definitely re visit thr hotel when I am back to macau                     '],50,"Singapore, Singapore1 contribution"
3986,"['Stay in this hotel for 1 night, so far, this is my best hotel I ever stayed.  Reception was helpful, room is big and comfortable, morning breakfast.....best ever. Location near to shopping center and lots of attraction. No complain so far.']",50,"Singapore, Singapore69 contributions29 helpful votes"
10125,"['Stayed at this hotel for 2 night. Although not the cheapest hotel it is very good...Good location, 10 mins from airport. Fast check in, friendly staff. Modern, big space for the room. Many choice of food from the internal buffet offer.']",40,1 contribution1 helpful vote
8667,"['They was very nice and help me to arrange everything....the best of the best hotel, thanks hotel Manager and staff again.']",50,1 contribution
3468,"['for relaxing trip, Grand Hyatt offer a great great room with twin bed, you can separate the ""fun"" and ""sleeping"" region. With a large couch next to the window, great washroom. Fantastic. With only around HKD1,000. Exceptional!']",50,"Tuen Mun, Hong Kong1 contribution"
18421,"['We a family of 5 recently stayed at the hotel for 2 nights. Its an amazing, superb and a beautiful property in the heart of the city. The spacious and large rooms with all the amenities are beautifully built. It is a very large hotel with lots of rooms. The mall within the hotel is another peak to the pride where one can also enjoy the gondola ride right within between the mall and shops. Inculding a lot of restaurants where one can savour with all the cuisines of the world, large casinos where you can enjoy full day and night and at lot of atractions. In all, its worth a visit whenever one reaches Macau.']",50,"Alwar, India82 contributions17 helpful votes"
18314,['One word for the place. Wow. It is an incredible place with everything within the building. Be sure to get lost in the hotel. Always carry the map for reference. The rooms and bathrooms are spacious and very well done. Plent of restaurants and cafes for the grub.'],50,"Allahabad, India7 contributions1 helpful vote"
15577,"['The Celebrity Tower allows 2 adults and up to 2 kids in a room, which is very hard to find in Cotai hotels and is very suitable for family.  The check-in process is very quick, and the room is spacious.  The pool is big, and kids like it.  Also, the hotel service is excellent!  The payment card in the food court is not convenient, but definitely we will book this hotel again when we go to Macau next time.']",50,"Hong Kong, China41 contributions9 helpful votes"
19124,"[""The hotel complex is huge and very lavish?  However to get to our room we were directed to go through the smoking area of the casino.  We booked a room for three people and it took three requests to try to get the appropriate things needed such as glasses.  To get ice to our room took two phone calls and a half hour wait.  The room itself is beautiful, but a long way from reception.  While we were given a map, there was no directory of services in the room and the one on the TV said that it was still being developed and so it was only after we'd eaten in the crowded food court that we discovered the other restaurants within the complex.""]",30,"Wollongong, Australia59 contributions21 helpful votes"
14577,"[""Just walk for 10-15 minutes, you can visit The Ruin of St Paul, Large Senado, The Fortress, and etc..  The hotel itself are great and good service.. love the room interiors and l'occitane amnenities, perfect! Having a television in bathtub and automatic switch to open or close the curtain..  The concierge, miss Sofie - she is very helpfull.. and love to explain alternative transportation if we cant get the taxi through the bus.. she printed out the bus number destination and written the chinese name for several object attractions. This help us to show the taxi driver or bus driver to know our destination..""]",50,Indonesia444 contributions115 helpful votes
11949,"['There is a casino right at the first and second floor of the hotel. However, the staff are generally rude and not properly trained. Service is also not up to standard. Promised an upgrade but got nothing at all. Check in and out is not prioritised for AccorPlus member. Just terrible. Avoid this hotel as there are many better establishments with better amenities. ']",30,5 contributions1 helpful vote
2509,['We came already many times to this hotel and all the time it is super. Everytime the hotel prepare the german newspaper for us. We have a really good relaxing time and the hotel never forgot our wedding anniversary.'],50,"Berlin, Germany1 contribution"
5554,['Amet at Bene delivered exceptional service although he was new to the restaurant. I was feeling a bit under the weather and he offered me a pot of tea with citrus. Very thoughtful. I had a pleasant quick dinner.'],50,5 contributions1 helpful vote
21030,['Excellent hotel but too crowded and takes very log for check in....shud arrange internal travel facility...great for gambling....many travellers around...but not centrally located...tooo far from city....check in check out inconvinient....food is very nice....gambling could be cheaper....very well constructed and huge...should stay there atleast once in lifetime....'],40,"Pune, India2 contributions1 helpful vote"
5766,['It was a wonderful dining experience we have at Feast with a superb service given by Ms. Genevie Abuel and Lester Lindo. They have well attended us with utmost courteousness. They were very lovely and assisted us in every way. We will definitely come back because of the great service and great choice of food and delightful desserts. '],50,9 contributions
20527,['I stayed in this hotel for one night only during my honeymoon to asia. This really is a five star hotel. All the rooms are so big and i will never forget the size of the bathroom. It was extremely clean and every facility you can think of. We got the most fantasic arrival gift from the Guest Relation Team for our honeymoon. This hotel really is a league of its own. You should never need to leave the hotel- it has everything. It is so big and so easy to get lost. It did take us about an hour to find the swimming pool. We arent big gamblers- but there is so much more to this hotel then just the casino.'],50,cork72 contributions24 helpful votes
14366,"['The hotel decor in the lobby is fantastic n v modern n makes a person wants to take pics of it the moment they steps in. The hotel is within walking distance to most of the tourist site. The room are big n the beds are so comfy that u don wanna get up n go anyway else. Great bathroom with nice decor in it, separate shower n bathtub area. Shuttle bus are available at the lobby with half an hour time apart. service are v good with pleasant personnel at the reception counter. Will pass the words around to people who intend to visit macau to stay at this hotel. no regrets.']",50,kuala lumpur45 contributions7 helpful votes
644,"[""Very good service all round. Shuttle bus to the Taipa ferry terminal is at the main entrance. This is separate from the other shuttle buses, which is further away. The Hong Kong airport Skypier to Macau ferry service desk closes by 21:30. If you miss it, it's a nightmare detour to CENTRAL, Hong Kong island.""]",50,2 contributions1 helpful vote
19321,"[""Hiccups at the start - check in line was long and the process very slow....took us over 45 minutes to reach the counter. But that's the only negative we had. We had booked a suite and it was absolutely stunning. The bathroom was extremely luxurious - spacious, bath tub for two, his and her basins and a big mirror at the dressing table. The Gondola ride was absolutely fantastic, with the antics of our gondolier. As part of their Christmas/New Yr celebrations, there was a special attraction 'Ice World at Cotai strip' where huge ice sculptures of Dreamworks movies (Shrek, Madagascar, Kung Fu panda etc) were displayed. The hotel has huge lobbies and walkways. The casino is full, no matter what time it is. Free shuttle buses to and from the jetty terminal, like all other hotels and"", '_']",40,"Hong Kong, China43 contributions23 helpful votes"
20720,"[""Been visiting Macau a few times and everytime we're there, we always stay here just to relive it's grand shopping and entertainment experiences.    Yes, the hotel is often ery crowded with gursts checking ins & outs in the West lobby area; so a proper fast & swift check in service can be a problem sometimes.  However, the last time we're there, we're immediately greeted and attended by one of the supervisors who took care of our luggages as well as let us check in immediately (without having to queue in line).  This is the first for us, we're so pleased with this indeed.    Make sure to ask for the room on a high floor, 38th floor is the highest.  Rooms facing the City of Dreams are quite nice at night.  All rooms are huge, so don't worry about the small space here.    The"", '_']",50,-22 contributions26 helpful votes
2549,['We went to Macau to see a show. We decided to stay at the Four Seasons because stays in other Four Seasons have been good. We were not disappointed. The rooms were spacious with a very good bathroom. The staff in the hotel were excellent and the food also good.'],50,21 contributions12 helpful votes
10939,"['We stayed for a night. I paid for a family-friendly room. There are some fun stuff for the kids to do in the room, and there are two interesting play areas (poolside play area + playhouse). Other than these, it is not comparable to those kids-friendly hotels/residence in Taiwan. (i.e.with a slide in the room or with an electric car for kids in each room).']",40,"Hong Kong, China41 contributions15 helpful votes"
17657,"[""If your vegetarian / vegan / Jain don't opt for breakfast/lunch/dinner in your booking. Golden peacock restaurant is great Indian cuisine. Staying is advisable only is you are here for gambling .. otherwise staying at Macau Peninsula ( Wynn ) is preferred .. the whole cotai strip can be explored in a day ... most macau cultural things are located at the Peninsula. Taipa is only great for its casinos (except Coloane and taipa village)  Otherwise rooms and hotel (property) is great in terms of its scale and its shopping offerings  Also, due to its popularity the hotel is always too crowded and at times its disturbing when one is on a leisure trip""]",30,"Mumbai, India1 contribution"
14832,"['Its typical chintzy Macau, huge globe hanging over the entrance, lots of marble etc. Everything about this hotel is Large. Location is on the waterfront and I would recommend paying extra for a sea view. Its within walking distance of that famous restaurant ..that I cannot remember the name of.  Rooms are big, bed is big, TV is big, windows are big- we had a standard or lux room I think, not a suite anyway']",40,London90 contributions71 helpful votes
18116,"[""The first impression is last impression.   It's the perfect phrase for venitian.  It's just the perfect place.. The depection of Venice is just too perfect,  I was amazed to see the art in this place.  The rooms are perfect,  it's just like a palace.  The cassino is the world's biggest casino. It just a perfect place to be in..  ""]",50,"Mumbai, India99 contributions8 helpful votes"
14978,"[""Amazing hotel. Concierges were so kind. I'd like to recommend this hotel to our friends. Good g99d g99d fkkfkfjujsjsjsjusudjdjdjsiowow1oquyhxnkcicixjdjdnwhuwudnnxjxuidiekwpq9jxhcuenwjdudjdufudjjeidjdjdue""]",50,1 contribution
11322,"['The Parisian Hotel is a brand-new hotel which belongs to Sands Group. Comparing with the rooms of other resorts in Macau, its room is not that large, but spacial enough for me. I entered and checked in through a small entrance on its southern side, where there were not that many people. When I walked to its main entrance afterwards, I found it was much larger and a huge oil painting of ""Napoleon\'s coronation"" was hanging on the wall. It was magnificent!  The staff are all very enthusiastic and polite, no matter they are working in the Reception, House Keeping or shuttle bus service.   Beautiful lawns, like the real one in the Palace of Versailles in Paris, can be seen directly from the room windows. You can also see the Studio City, another luxury hotel, from the room windows as', '_']",50,"Zhanjiang, China508 contributions73 helpful votes"
15377,"[""I stay for one night 1-2 AUG for my short 5 yrs anniversary trip. When I arrived, I ask the security in front of the casino for the check in counter, he was so nice with smile. I approached the reception - ANA. She greet us politely and check in for me even I go to wrong counter. She mentioned is my anniversary trip and arranged the cake for us.   Then I went to the pool and the staff named Ian called down to reception helped me for the room arrangement . She was so patient and friendly.   However, reception mentioned can't send the key to the pool even room is ready (you know Is not suit to go reception pick up key if I wear the swim suit ) , but I understand is the busy time.  I went to dinner buffet and I would like to compliment Antonio who work for noodle counter. Good"", '_']",30,"Hong Kong, China34 contributions5 helpful votes"
5101,"['This is our 2nd stay at the hotel and we checked in at their executive lounge on the 2nd floor as the reception at the lobby is very busy as usual. It is a good sized room for a deluxe located on the 28/F with very comfortable bed which I always find within Sheraton hotels. We literally do not have to leave the hotel for food as we have access to the private lounge which offers a sumptuous buffet during the happy hour.   The hotel also provides a wide varieties of delicious breakfast spread which include western, Chinese, Indian, Japanese with free flow of bubbles. ']",50,"Hong Kong, China138 contributions14 helpful votes"
18137,['Venetian Hotel in Macau is easy to go there from airport or from ferry terminal shuttle are free for the hotel guest and visitor. Experience gandola ride and feel your in Venice. I love the ceiling design was great specially the sky and clouds concept.'],50,Philippines362 contributions80 helpful votes
536,"['Exceptional service and we had a wonderful birthday celebration, lucky we had Eiffel Tower and Parisian hotel view, romantic!! The birthday cake was really really delicious and beautiful, the room was huge with a comfortable sofa, the bathtub also nice with a Conrad ducky bathing together, we love the Conrad golden bear as well, every single details was attentive and lovely, thank you Conrad Macao, and we will definitely come back for sure.']",50,Singapore121 contributions52 helpful votes
16399,"['Beautiful hotel, staff were great, rooms were stunning and extremely spacious. However, even though we requested and were placed on a non-smoking floor, the hallway and room had a very strong smoke odour which made our experience that bit unpleasant. Wish management could have done something about it, but apparently everything was fully booked. But overall, still a great experience.']",40,"Singapore, Singapore144 contributions12 helpful votes"
5548,"['The Sheraton Grand Hotel is easily accessible from the airport and well served by ""public transport"".  It is quite large--- and has 4 restaurants and 3 swimming pools-- PLUS a great Spa!!  One can also get an ""Executive Room?suite"" for a small additional cost--- but the benefits are ""more than interesting""!!  One can get free breakfast and lunch... and the free evening ""cocktails"" also include a buffet supper!!  The concierge service is very professional, knowledgeable and helpful.  Sometimes other services are a bit ""spotty"" due to the hotels size and myriad serves offered.  It is also good value since one can often get attractive "" internet deals""...']",50,"Penang Island, Malaysia1,314 contributions1,231 helpful votes"
10034,"['Absolutely spacious room, modern and new. Hotel located in the best casino in Macau. Executive lounge food can almost pass for dinner, albeit a lack of main dishes. Highly recommended hotel. In winter, the enormous outside pool area is closed, but the indoor pool is good and the gym great. No need to get hotel breakfast (if you do not have club lounge access). The adjacent shopping mall has 2 great breakfast places within 2 minutes walking distance: A high-end bakery and a Starbucks.']",50,"Sao Paulo, SP53 contributions23 helpful votes"
12313,"['I was waiting in line to check-in when an Ambassador Bernadetta/Benedicta (apologies) approached and informed me that I was to partake in their VIP experience and duly escorted me to the 16th floor executive check-in area. Liezl Lim, the Manager of Club Millesime, was on hand and, throughout my stay, assured me of the availability of all staff, at any time, to cater to any queries or requirements.  I was also privileged to meet Marcelo Sparberg, Manager of Guest Experiences, who also took time to afford me a personal welcome. Such reassurance resonated throughout my stay and it does not take long for one to realise the Club Team took their ____rt de recevoir_ seriously.    Sofitel__ Club experience gained you access to the Club lounge where you were not only able to indulge in a', '_']",50,"Christchurch, New Zealand89 contributions63 helpful votes"
7829,"['I had to walk a mile to get to my room, and another mile to the casino.  I wanted to gamble, but all of the ATM machines were out of money so I went to bed.  Arrived today, leaving tomorrow, which is not soon enough.  This hotel does not represent the Starwoods brand very well.  I think it is designed to serve people who do not know any better.']",10,"New York, NY US24 contributions32 helpful votes"
11360,"['The Parisian Macao hotel is filled with romantic French ambience. It is great enjoyment to walk around the hotel lobby, shopping malls and the Eiffel tower at the night time. The paintings are very beautiful It is lucky to get the room upgrade for my birthday and the room is spacious. Internet reception is weak, always disconnects in the room but the Front Desk Manager Queenie assisted us to fix this issue right away, really appreciates. Staff are friendly and guest oriented. Brasserie is a good choice for dining, price is reasonable and Johnathan at the restaurant is attentive and friendly.']",40,2 contributions1 helpful vote
11865,"['My boyfriend and I stayed here for two nights in September and couldn__ have had a better stay. We were upgraded to the executive floor on arrival which included our own concierge, a huge room, breakfast and wine tasting/drinks. We weren__ charged anything for this and it really made our experience so special.   The staff were all lovely and extremely helpful.   Breakfast was great. We ordered a few drinks in our room and were pleasantly surprised at the price. A good bottle of sparkling wine was only about Â£25.  The room was a really nice size with comfortable bed and lovely bathroom. Location of the hotel is ideal if you want to explore the old town of Macau. It__ about a 20-30 minute walk from the main casino area which was ideal for us as we wanted to be a bit separate from', '_']",50,"Knowle, United Kingdom12 contributions3 helpful votes"
